Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units,PERCENT_HISP,PERCENT_WHITE
140,6,61,,,22011,Census Tract 220.11,1686,179,1434,4,3,36,1,2,27,2590,696,1894,0.106168446,0.850533808
140,6,61,,,22013,Census Tract 220.13,2934,159,2627,8,39,18,1,8,74,1629,1203,426,0.054192229,0.89536469
140,6,61,,,22014,Census Tract 220.14,1736,51,1548,6,4,77,4,7,39,2903,762,2141,0.02937788,0.891705069
140,6,61,,,22100,Census Tract 221,961,22,907,10,0,12,0,0,10,1408,455,953,0.02289282,0.943808533
140,6,61,,,22200,Census Tract 222,909,73,808,3,2,8,1,1,13,1339,435,904,0.080308031,0.888888889
140,6,61,,,22300,Census Tract 223,709,22,666,5,3,10,0,0,3,1542,350,1192,0.031029619,0.939351199
140,6,61,,,22400,Census Tract 224,4396,362,3173,78,18,581,7,3,174,1709,1619,90,0.082347589,0.721792539
140,6,61,,,22500,Census Tract 225,3879,398,2521,182,22,576,19,13,148,1347,1259,88,0.102603764,0.649909771
140,6,61,,,22600,Census Tract 226,4840,627,3381,125,22,457,9,12,207,2066,1954,112,0.129545455,0.698553719
140,6,61,,,22800,Census Tract 228,4320,584,2778,60,11,706,13,2,166,1577,1488,89,0.135185185,0.643055556
140,6,61,,,22900,Census Tract 229,5175,751,3349,102,21,651,10,12,279,1839,1731,108,0.145120773,0.647149758
140,6,61,,,23000,Census Tract 230,3191,376,2261,40,11,330,5,3,165,999,948,51,0.117831401,0.708555312
140,6,61,,,23100,Census Tract 231,6491,718,4257,168,28,1018,17,23,262,2288,2088,200,0.110614697,0.655831151
140,6,61,,,23200,Census Tract 232,4960,655,3232,99,26,680,22,6,240,1604,1487,117,0.132056452,0.651612903
140,6,61,,,23300,Census Tract 233,4365,652,2868,106,17,490,27,7,198,1488,1344,144,0.149369989,0.657044674
140,6,61,,,23400,Census Tract 234,4479,681,3251,78,25,239,15,15,175,1508,1440,68,0.152042867,0.725831659
140,6,61,,,23500,Census Tract 235,5159,601,3638,106,25,552,11,9,217,1625,1506,119,0.116495445,0.705175422
140,6,61,,,23600,Census Tract 236,4565,190,4132,29,10,178,4,0,22,2730,2645,85,0.04162103,0.905147864
140,6,61,,,23700,Census Tract 237,3347,108,3085,20,9,97,3,2,23,2098,2002,96,0.032267702,0.921720944
140,6,61,,,23800,Census Tract 238,3257,167,2911,37,7,107,3,5,20,2015,1913,102,0.051274179,0.89376727
140,6,61,,,23900,Census Tract 239,3100,557,2251,40,32,112,3,9,96,1029,992,37,0.179677419,0.726129032
140,6,61,,,990000,Census Tract 9900,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
155,6,61,1276,U1,,Alta CDP,610,23,574,1,1,5,1,0,5,314,242,72,0.037704918,0.940983607
155,6,61,3204,C1,,Auburn city,13330,1331,11113,99,95,231,9,18,434,6139,5759,380,0.099849962,0.833683421
155,6,61,11418,U1,,Carnelian Bay CDP,524,13,482,1,4,14,0,0,10,947,256,691,0.02480916,0.919847328
155,6,61,14498,C1,,Colfax city,1963,178,1663,4,22,25,2,2,67,929,823,106,0.090677534,0.847172695
155,6,61,19455,U1,,Dollar Point CDP,1215,83,1090,4,6,19,0,0,13,1822,571,1251,0.068312757,0.897119342
155,6,61,20298,U1,,Dutch Flat CDP,160,4,151,0,3,1,0,0,1,138,85,53,0.025,0.94375
155,6,61,24834,U1,,Foresthill CDP,1483,97,1304,8,27,5,0,0,42,681,625,56,0.065407957,0.879298719
155,6,61,30693,U1,,Granite Bay CDP,20402,1260,17075,140,96,1143,27,52,609,7542,7202,340,0.061758651,0.836927752
155,6,61,38548,U1,,Kings Beach CDP,3796,2115,1620,3,13,14,2,4,25,2372,1362,1010,0.557165437,0.426765016
155,6,61,38604,U1,,Kingvale CDP,141,6,131,1,0,0,1,0,2,339,68,271,0.042553191,0.929078014
155,6,61,38604,U1,,Placer County (part),2,0,2,0,0,0,0,0,0,1,1,0,0,1
155,6,61,41474,C1,,Lincoln city,42819,7597,30434,576,247,2597,111,63,1194,17457,16479,978,0.177421238,0.710759242
155,6,61,43140,C1,,Loomis town,6430,568,5376,28,61,166,12,5,214,2465,2356,109,0.088335925,0.836080871
155,6,61,46632,U1,,Meadow Vista CDP,3217,171,2892,1,18,34,6,7,88,1339,1246,93,0.053155113,0.8989742
155,6,61,51000,U1,,Newcastle CDP,1224,104,1058,7,14,14,0,1,26,597,545,52,0.08496732,0.864379085
155,6,61,51637,U1,,North Auburn CDP,13022,2108,10066,111,125,285,12,14,301,5539,5080,459,0.161879896,0.772999539
155,6,61,56546,U1,,Penryn CDP,831,79,672,3,17,32,3,0,25,344,310,34,0.095066185,0.80866426
155,6,61,62364,C1,,Rocklin city,56974,6555,43008,809,270,4024,138,101,2069,22010,20800,1210,0.11505248,0.754870643
155,6,61,62938,C1,,Roseville city,118788,17359,84349,2157,568,9785,294,244,4032,47757,45059,2698,0.14613429,0.710080143
155,6,61,71414,U1,,Sheridan CDP,1238,253,909,7,17,13,3,0,36,447,414,33,0.204361874,0.734248788
155,6,61,76015,U2,,Sunnyside-Tahoe City CDP,1557,84,1431,3,2,15,1,1,20,2119,744,1375,0.053949904,0.919075145
155,6,61,77700,U1,,Tahoe Vista CDP,1433,352,1025,3,5,21,2,1,24,1446,628,818,0.245638521,0.715282624
155,6,61,77728,U1,,Tahoma CDP,780,35,712,2,7,7,0,1,16,1204,361,843,0.044871795,0.912820513
155,6,61,77728,U1,,Placer County (part),411,16,378,4,3,7,0,0,3,854,192,662,0.03892944,0.919708029
50,6,63,,,,Plumas County,20007,1605,17015,181,460,127,18,18,583,15566,8977,6589,0.080221922,0.850452342
140,6,63,,,100,Census Tract 1,5500,339,4664,138,89,38,6,13,213,2586,2376,210,0.061636364,0.848
140,6,63,,,201,Census Tract 2.01,1844,65,1732,1,7,12,1,0,26,2211,952,1259,0.035249458,0.939262473
140,6,63,,,202,Census Tract 2.02,1161,66,1035,4,22,8,0,0,26,1383,561,822,0.056847545,0.891472868
140,6,63,,,300,Census Tract 3,4760,635,3880,22,75,25,5,3,115,2941,2019,922,0.133403361,0.81512605
140,6,63,,,400,Census Tract 4,2785,252,2194,4,206,16,1,0,112,1686,1260,426,0.09048474,0.787791741
140,6,63,,,501,Census Tract 5.01,2146,178,1830,7,41,21,4,2,63,1339,944,395,0.082945014,0.852749301
140,6,63,,,502,Census Tract 5.02,1811,70,1680,5,20,7,1,0,28,3420,865,2555,0.038652678,0.927664274
155,6,63,1094,U1,,Almanor CDP,0,0,0,0,0,0,0,0,0,75,0,75,#DIV/0!,#DIV/0!
155,6,63,4772,U1,,Beckwourth CDP,432,29,387,0,8,2,1,0,5,342,196,146,0.06712963,0.895833333
155,6,63,4856,U1,,Belden CDP,22,0,20,0,0,0,0,0,2,30,13,17,0,0.909090909
155,6,63,6994,U1,,Blairsden CDP,39,2,37,0,0,0,0,0,0,34,22,12,0.051282051,0.948717949
155,6,63,8744,U1,,Bucks Lake CDP,10,3,7,0,0,0,0,0,0,261,4,257,0.3,0.7
155,6,63,10914,U1,,Canyondam CDP,31,2,26,0,1,2,0,0,0,27,17,10,0.064516129,0.838709677
155,6,63,11166,U1,,Caribou CDP,0,0,0,0,0,0,0,0,0,1,0,1,#DIV/0!,#DIV/0!
155,6,63,12930,U1,,Chester CDP,2144,178,1828,7,41,21,4,2,63,1237,943,294,0.083022388,0.85261194
155,6,63,13077,U2,,Chilcoot-Vinton CDP,454,38,399,0,4,1,0,0,12,248,196,52,0.083700441,0.878854626
155,6,63,14106,U1,,Clio CDP,66,1,64,0,0,0,1,0,0,60,39,21,0.015151515,0.96969697
155,6,63,17050,U1,,Crescent Mills CDP,196,26,156,1,10,0,0,0,3,115,93,22,0.132653061,0.795918367
155,6,63,17267,U2,,C-Road CDP,150,9,138,0,0,1,0,0,2,102,73,29,0.06,0.92
155,6,63,17288,U1,,Cromberg CDP,261,18,229,0,4,5,0,0,5,188,121,67,0.068965517,0.877394636
155,6,63,18485,U1,,Delleker CDP,705,186,467,7,15,3,0,1,26,330,267,63,0.263829787,0.662411348
155,6,63,21026,U1,,East Quincy CDP,2489,161,2079,75,37,12,0,3,122,1170,1081,89,0.064684612,0.835275211
155,6,63,21138,U1,,East Shore CDP,156,7,141,0,7,1,0,0,0,265,78,187,0.044871795,0.903846154
155,6,63,30339,U2,,Gold Mountain CDP,80,0,78,0,1,0,0,0,1,87,41,46,0,0.975
155,6,63,30560,U1,,Graeagle CDP,737,27,696,1,5,0,0,0,8,904,392,512,0.036635007,0.944369064
155,6,63,31029,U1,,Greenhorn CDP,236,22,198,1,7,2,0,0,6,140,106,34,0.093220339,0.838983051
155,6,63,31162,U1,,Greenville CDP,1129,109,830,0,118,11,0,0,61,613,496,117,0.096545616,0.735163862
155,6,63,31883,U1,,Hamilton Branch CDP,537,20,499,2,0,3,0,0,13,434,234,200,0.037243948,0.929236499
155,6,63,36364,U1,,Indian Falls CDP,54,4,47,0,0,1,0,0,2,33,24,9,0.074074074,0.87037037
155,6,63,36735,U1,,Iron Horse CDP,297,17,273,0,0,1,0,0,6,168,126,42,0.057239057,0.919191919
155,6,63,37512,U1,,Johnsville CDP,20,0,20,0,0,0,0,0,0,103,11,92,0,1
155,6,63,37904,U1,,Keddie CDP,66,0,62,2,0,0,0,0,2,65,32,33,0,0.939393939
155,6,63,39411,U1,,Lake Almanor Country Club CDP,419,8,400,2,2,1,0,0,6,1430,217,1213,0.019093079,0.954653938
155,6,63,39420,U1,,Lake Almanor Peninsula CDP,356,22,322,0,9,0,0,0,3,561,165,396,0.061797753,0.904494382
155,6,63,39425,U1,,Lake Almanor West CDP,270,11,250,1,1,0,1,0,6,475,134,341,0.040740741,0.925925926
155,6,63,39483,U1,,Lake Davis CDP,45,2,43,0,0,0,0,0,0,155,23,132,0.044444444,0.955555556
155,6,63,40312,U1,,La Porte CDP,26,0,24,1,1,0,0,0,0,145,15,130,0,0.923076923
155,6,63,41789,U1,,Little Grass Valley CDP,2,0,2,0,0,0,0,0,0,159,1,158,0,1
155,6,63,44672,U1,,Mabie CDP,161,4,149,0,0,1,0,1,6,96,78,18,0.02484472,0.925465839
155,6,63,46618,U1,,Meadow Valley CDP,464,21,423,0,9,0,0,0,11,304,231,73,0.045258621,0.911637931
155,6,63,48448,U1,,Mohawk Vista CDP,159,4,143,0,1,7,0,0,4,102,74,28,0.025157233,0.899371069
155,6,63,56182,U1,,Paxton CDP,14,4,10,0,0,0,0,0,0,14,8,6,0.285714286,0.714285714
155,6,63,57828,U1,,Plumas Eureka CDP,339,17,312,0,1,3,0,0,6,523,167,356,0.050147493,0.920353982
155,6,63,58352,C1,,Portola city,2104,342,1652,13,41,11,1,1,43,1134,887,247,0.162547529,0.785171103
155,6,63,58618,U1,,Prattville CDP,33,0,33,0,0,0,0,0,0,102,14,88,0,1
155,6,63,59080,U1,,Quincy CDP,1728,132,1441,35,25,19,2,6,68,872,798,74,0.076388889,0.833912037
155,6,63,73654,U1,,Spring Garden CDP,16,0,15,0,0,1,0,0,0,11,9,2,0,0.9375
155,6,63,75168,U1,,Storrie CDP,4,0,4,0,0,0,0,0,0,9,2,7,0,1
155,6,63,78008,U1,,Taylorsville CDP,140,1,130,0,3,0,0,0,6,88,71,17,0.007142857,0.928571429
155,6,63,78792,U1,,Tobin CDP,12,0,12,0,0,0,0,0,0,17,8,9,0,1
155,6,63,80952,U1,,Twain CDP,82,14,65,0,2,0,0,0,1,57,40,17,0.170731707,0.792682927
155,6,63,81869,U1,,Valley Ranch CDP,109,2,106,0,0,0,0,0,1,82,58,24,0.018348624,0.972477064
155,6,63,83494,U2,,Warner Valley CDP,2,0,2,0,0,0,0,0,0,43,1,42,0,1
155,6,63,85086,U1,,Whitehawk CDP,113,2,106,0,0,1,0,0,4,184,59,125,0.017699115,0.938053097
50,6,65,,,,Riverside County,2189641,995257,869068,130823,10931,125921,5849,3682,48110,800707,686260,114447,0.454529761,0.396899766
140,6,65,,,30101,Census Tract 301.01,1226,814,196,65,1,121,12,2,15,355,330,25,0.663947798,0.159869494
140,6,65,,,30103,Census Tract 301.03,2105,1369,514,85,14,68,0,5,50,720,637,83,0.650356295,0.244180523
140,6,65,,,30104,Census Tract 301.04,6922,4300,1297,600,21,545,43,9,107,1999,1853,146,0.621207743,0.187373591
140,6,65,,,30200,Census Tract 302,4633,1579,2465,288,29,92,22,5,153,2030,1852,178,0.340815886,0.532052666
140,6,65,,,30300,Census Tract 303,4497,1864,1653,718,37,88,8,8,121,1634,1386,248,0.414498555,0.367578386
140,6,65,,,30400,Census Tract 304,6414,5006,459,738,25,90,4,18,74,1710,1592,118,0.7804802,0.071562208
140,6,65,,,30501,Census Tract 305.01,5095,3232,533,813,25,364,20,15,93,1482,1378,104,0.634347399,0.104612365
140,6,65,,,30502,Census Tract 305.02,2220,1936,168,83,6,8,4,3,12,526,475,51,0.872072072,0.075675676
140,6,65,,,30503,Census Tract 305.03,3812,3226,234,215,12,36,21,7,61,1179,956,223,0.846274921,0.0613851
140,6,65,,,30601,Census Tract 306.01,5249,866,3292,302,22,583,10,14,160,1850,1769,81,0.164983806,0.627167079
140,6,65,,,30602,Census Tract 306.02,3285,538,2408,124,21,116,9,4,65,1323,1269,54,0.163774734,0.733028919
140,6,65,,,30603,Census Tract 306.03,2978,460,2303,73,6,69,4,5,58,1109,1070,39,0.154466085,0.773337811
140,6,65,,,30700,Census Tract 307,5598,1912,3055,333,35,79,11,9,164,2245,2107,138,0.341550554,0.545730618
140,6,65,,,30800,Census Tract 308,6973,2896,3309,376,27,202,11,10,142,2530,2390,140,0.41531622,0.474544672
140,6,65,,,30900,Census Tract 309,3308,2158,792,171,9,108,1,8,61,874,831,43,0.65235792,0.239419589
140,6,65,,,31001,Census Tract 310.01,5622,2162,2756,341,30,174,8,7,144,2357,2202,155,0.384560655,0.490217005
140,6,65,,,31002,Census Tract 310.02,4559,3204,982,186,8,99,17,10,53,1205,1135,70,0.702785699,0.215398114
140,6,65,,,31100,Census Tract 311,4584,1624,2412,317,31,73,7,5,115,1764,1613,151,0.354275742,0.52617801
140,6,65,,,31200,Census Tract 312,6878,3283,2942,295,21,191,26,8,112,2238,2122,116,0.477318988,0.427740622
140,6,65,,,31300,Census Tract 313,2651,2458,75,51,25,19,13,7,3,666,621,45,0.927197284,0.028291211
140,6,65,,,31401,Census Tract 314.01,6702,3598,2361,427,32,90,21,17,156,2292,2151,141,0.53685467,0.352282901
140,6,65,,,31402,Census Tract 314.02,6518,3104,2621,393,43,158,29,9,161,2385,2191,194,0.476219699,0.402117214
140,6,65,,,31501,Census Tract 315.01,7387,3409,2990,405,39,283,23,13,225,2260,2054,206,0.461486395,0.404765128
140,6,65,,,31502,Census Tract 315.02,8020,4205,2934,424,33,224,43,19,138,2676,2533,143,0.524314214,0.365835411
140,6,65,,,31601,Census Tract 316.01,4390,2856,1018,189,34,183,32,3,75,1302,1218,84,0.650569476,0.231890661
140,6,65,,,31602,Census Tract 316.02,5314,3153,1480,320,53,171,9,19,109,1688,1599,89,0.593338352,0.278509597
140,6,65,,,31701,Census Tract 317.01,2943,1552,956,221,3,157,2,7,45,858,817,41,0.527353041,0.3248386
140,6,65,,,31702,Census Tract 317.02,2387,1028,1129,45,12,112,2,6,53,766,728,38,0.430666108,0.472978634
140,6,65,,,31703,Census Tract 317.03,3611,1791,1363,157,19,196,18,19,48,1160,1101,59,0.495984492,0.377457768
140,6,65,,,31704,Census Tract 317.04,5284,2772,1820,307,28,257,27,1,72,1815,1723,92,0.524602574,0.344436033
140,6,65,,,40101,Census Tract 401.01,4287,3155,596,385,11,40,22,12,66,1003,944,59,0.735945883,0.139024959
140,6,65,,,40102,Census Tract 401.02,4630,3425,1004,79,24,53,8,3,34,1085,1035,50,0.739740821,0.216846652
140,6,65,,,40201,Census Tract 402.01,5897,3746,1480,312,12,248,8,6,85,1754,1631,123,0.635238257,0.250975072
140,6,65,,,40202,Census Tract 402.02,2821,1375,1194,118,18,51,13,3,49,894,835,59,0.48741581,0.423254165
140,6,65,,,40203,Census Tract 402.03,3626,3114,363,83,5,39,1,7,14,952,876,76,0.858797573,0.100110314
140,6,65,,,40204,Census Tract 402.04,3716,3148,275,227,7,27,10,2,20,929,857,72,0.84714747,0.074004306
140,6,65,,,40301,Census Tract 403.01,7857,5930,1421,261,38,95,32,7,73,2171,2055,116,0.754740995,0.180857834
140,6,65,,,40302,Census Tract 403.02,7308,3563,2820,362,30,344,36,15,138,2170,2066,104,0.487547893,0.385878489
140,6,65,,,40303,Census Tract 403.03,3243,2314,661,84,7,128,5,6,38,852,799,53,0.713536849,0.20382362
140,6,65,,,40402,Census Tract 404.02,4224,2738,1329,43,7,29,13,13,52,1098,1025,73,0.648200758,0.314630682
140,6,65,,,40403,Census Tract 404.03,5801,4212,1386,60,15,71,1,3,53,1452,1347,105,0.72608171,0.238924323
140,6,65,,,40404,Census Tract 404.04,3309,1820,1022,123,9,260,13,8,54,927,872,55,0.55001511,0.308854639
140,6,65,,,40405,Census Tract 404.05,5353,2348,2450,178,22,249,12,21,73,1713,1618,95,0.438632542,0.457687278
140,6,65,,,40501,Census Tract 405.01,6878,4700,1878,94,16,105,8,7,70,1779,1690,89,0.68333818,0.27304449
140,6,65,,,40502,Census Tract 405.02,6202,4771,1092,150,24,84,8,7,66,1722,1574,148,0.769267978,0.176072235
140,6,65,,,40503,Census Tract 405.03,3876,1981,1286,406,11,122,2,7,61,1850,1698,152,0.511093911,0.331785346
140,6,65,,,40603,Census Tract 406.03,2376,1723,593,10,10,21,2,0,17,654,607,47,0.72516835,0.249579125
140,6,65,,,40604,Census Tract 406.04,5541,2823,2395,66,33,76,10,2,136,1496,1447,49,0.509474824,0.432232449
140,6,65,,,40605,Census Tract 406.05,3543,2923,557,7,4,14,13,5,20,857,794,63,0.825007056,0.157211403
140,6,65,,,40606,Census Tract 406.06,3329,2567,686,31,8,11,2,2,22,818,756,62,0.771102433,0.206067888
140,6,65,,,40607,Census Tract 406.07,9317,4467,2494,863,19,1205,34,15,220,2727,2531,196,0.479446174,0.26768273
140,6,65,,,40609,Census Tract 406.09,8422,3160,1780,617,15,2578,10,15,247,2442,2214,228,0.375207789,0.211351223
140,6,65,,,40611,Census Tract 406.11,7640,2894,1836,677,15,1972,26,13,207,1891,1829,62,0.378795812,0.240314136
140,6,65,,,40613,Census Tract 406.13,12842,5049,3167,1194,32,2978,22,36,364,3371,3206,165,0.393163059,0.246612677
140,6,65,,,40615,Census Tract 406.15,9024,3637,2070,898,17,2058,59,22,263,2440,2314,126,0.403036348,0.229388298
140,6,65,,,40616,Census Tract 406.16,7610,2732,1585,830,10,2229,6,17,201,1929,1825,104,0.359001314,0.208278581
140,6,65,,,40701,Census Tract 407.01,2248,555,1549,23,9,56,4,2,50,691,673,18,0.246886121,0.68905694
140,6,65,,,40702,Census Tract 407.02,2746,844,1784,25,13,34,7,2,37,974,913,61,0.307356154,0.649672251
140,6,65,,,40703,Census Tract 407.03,2780,764,1840,21,28,38,4,7,78,963,905,58,0.274820144,0.661870504
140,6,65,,,40806,Census Tract 408.06,2995,921,1736,102,28,141,4,7,56,882,860,22,0.307512521,0.579632721
140,6,65,,,40807,Census Tract 408.07,3391,1231,1741,124,14,161,26,5,89,1020,993,27,0.363019758,0.513417871
140,6,65,,,40808,Census Tract 408.08,7008,3997,1943,420,21,468,28,5,126,2350,2247,103,0.570348174,0.277254566
140,6,65,,,40809,Census Tract 408.09,3353,1467,1149,219,9,426,11,2,70,1045,1010,35,0.43751864,0.342678199
140,6,65,,,40812,Census Tract 408.12,3480,1284,2060,35,12,41,1,2,45,1141,1096,45,0.368965517,0.591954023
140,6,65,,,40813,Census Tract 408.13,6080,1765,3390,181,26,548,14,5,151,1848,1779,69,0.290296053,0.557565789
140,6,65,,,40814,Census Tract 408.14,4782,1718,1568,616,12,625,25,9,209,1644,1564,80,0.359263906,0.327896278
140,6,65,,,40815,Census Tract 408.15,3586,1218,1002,401,6,838,9,10,102,1205,1155,50,0.339654211,0.279419967
140,6,65,,,40816,Census Tract 408.16,2594,712,1023,324,7,454,7,10,57,922,859,63,0.274479568,0.394371627
140,6,65,,,40821,Census Tract 408.21,5691,2057,1791,694,9,888,21,20,211,1989,1897,92,0.3614479,0.314707433
140,6,65,,,40901,Census Tract 409.01,6516,3085,1780,541,30,866,30,12,172,2202,2097,105,0.473449969,0.273173726
140,6,65,,,40902,Census Tract 409.02,5040,2004,2159,225,21,481,31,8,111,1646,1552,94,0.397619048,0.428373016
140,6,65,,,40903,Census Tract 409.03,2626,1506,795,115,5,121,20,3,61,826,769,57,0.573495811,0.302741813
140,6,65,,,40904,Census Tract 409.04,3655,2349,925,120,32,164,6,14,45,940,886,54,0.642681259,0.253077975
140,6,65,,,41001,Census Tract 410.01,2832,2191,455,97,10,49,5,6,19,777,742,35,0.773658192,0.160663842
140,6,65,,,41002,Census Tract 410.02,3312,2420,647,94,9,83,3,2,54,835,794,41,0.730676329,0.195350242
140,6,65,,,41003,Census Tract 410.03,2521,1437,880,46,8,111,9,2,28,727,684,43,0.5700119,0.34906783
140,6,65,,,41004,Census Tract 410.04,4590,2800,1231,189,13,247,10,5,95,1403,1339,64,0.610021786,0.268191721
140,6,65,,,41101,Census Tract 411.01,5139,4408,389,181,44,60,3,2,52,1210,1103,107,0.857754427,0.075695661
140,6,65,,,41102,Census Tract 411.02,4185,3122,788,57,18,163,1,3,33,1028,964,64,0.745997611,0.188291517
140,6,65,,,41201,Census Tract 412.01,4299,2881,955,158,15,244,5,4,37,1125,1064,61,0.67015585,0.222144685
140,6,65,,,41202,Census Tract 412.02,4458,3652,627,48,10,78,10,4,29,998,942,56,0.819201436,0.14064603
140,6,65,,,41203,Census Tract 412.03,3545,2765,480,152,15,79,6,2,46,966,917,49,0.779971791,0.135401975
140,6,65,,,41301,Census Tract 413.01,3473,2697,579,65,15,69,19,9,20,851,806,45,0.77656205,0.166714656
140,6,65,,,41302,Census Tract 413.02,4303,3512,474,82,21,156,24,11,23,1072,994,78,0.816174762,0.110155705
140,6,65,,,41403,Census Tract 414.03,2763,1328,1150,130,6,103,4,4,38,1066,974,92,0.480636989,0.41621426
140,6,65,,,41404,Census Tract 414.04,3725,2169,1024,131,30,284,4,5,78,973,947,26,0.582281879,0.274899329
140,6,65,,,41405,Census Tract 414.05,4096,2409,1310,111,17,128,48,1,72,1221,1168,53,0.588134766,0.319824219
140,6,65,,,41406,Census Tract 414.06,5968,2651,1904,516,15,663,45,17,157,2044,1937,107,0.444202413,0.319034853
140,6,65,,,41407,Census Tract 414.07,5830,3743,1291,349,16,296,37,8,90,1860,1784,76,0.642024014,0.221440823
140,6,65,,,41408,Census Tract 414.08,4017,2068,1116,432,20,186,27,15,153,1471,1356,115,0.514812049,0.277819268
140,6,65,,,41409,Census Tract 414.09,14898,4795,6276,1023,28,2303,36,49,388,4483,4289,194,0.321855283,0.421264599
140,6,65,,,41410,Census Tract 414.10,3288,3095,148,8,13,16,0,0,8,677,654,23,0.941301703,0.045012165
140,6,65,,,41411,Census Tract 414.11,3187,2580,462,47,15,50,6,4,23,774,746,28,0.809538751,0.144963916
140,6,65,,,41412,Census Tract 414.12,4415,2250,1341,204,6,485,37,9,83,1521,1408,113,0.509626274,0.303737259
140,6,65,,,41500,Census Tract 415,2053,1792,148,47,11,33,6,0,16,486,454,32,0.872868972,0.072089625
140,6,65,,,41600,Census Tract 416,6230,5269,644,140,25,85,1,9,57,1754,1600,154,0.845746388,0.103370787
140,6,65,,,41702,Census Tract 417.02,4572,2846,1445,86,14,107,2,12,60,1292,1218,74,0.622484689,0.316054243
140,6,65,,,41703,Census Tract 417.03,5695,4474,689,233,11,182,32,20,54,1742,1579,163,0.785601405,0.120983319
140,6,65,,,41704,Census Tract 417.04,3908,3482,282,23,13,74,5,4,25,966,904,62,0.890992835,0.072159672
140,6,65,,,41803,Census Tract 418.03,6475,1554,3244,290,15,1100,24,22,226,1882,1824,58,0.24,0.501003861
140,6,65,,,41804,Census Tract 418.04,3989,1221,2140,143,5,366,17,11,86,1216,1180,36,0.306091752,0.536475307
140,6,65,,,41805,Census Tract 418.05,5799,2573,2290,274,20,460,19,8,155,1965,1884,81,0.443697189,0.394895672
140,6,65,,,41806,Census Tract 418.06,4255,1312,2001,286,16,487,21,7,125,1188,1154,34,0.308343126,0.47027027
140,6,65,,,41807,Census Tract 418.07,2400,1166,1051,49,5,76,2,0,51,662,641,21,0.485833333,0.437916667
140,6,65,,,41808,Census Tract 418.08,6852,1893,3096,517,13,1091,18,11,213,1902,1851,51,0.276269702,0.451838879
140,6,65,,,41809,Census Tract 418.09,5834,2171,2652,370,23,447,27,6,138,2207,2100,107,0.3721289,0.45457662
140,6,65,,,41810,Census Tract 418.10,5665,1573,2836,364,7,645,38,12,190,1604,1557,47,0.277669903,0.500617829
140,6,65,,,41812,Census Tract 418.12,3319,1404,1577,115,10,126,16,7,64,1051,1014,37,0.423018982,0.475143115
140,6,65,,,41813,Census Tract 418.13,6698,4414,1836,217,27,118,22,4,60,2095,1949,146,0.659002687,0.274111675
140,6,65,,,41904,Census Tract 419.04,4786,1974,2299,99,32,250,23,14,95,1469,1413,56,0.412452988,0.480359382
140,6,65,,,41905,Census Tract 419.05,2935,1672,926,139,15,116,15,4,48,915,882,33,0.56967632,0.315502555
140,6,65,,,41906,Census Tract 419.06,6360,4226,1704,198,20,128,10,7,67,2002,1865,137,0.664465409,0.267924528
140,6,65,,,41909,Census Tract 419.09,4990,2614,2106,85,16,89,11,16,53,1415,1353,62,0.523847695,0.422044088
140,6,65,,,41910,Census Tract 419.10,6342,2147,3203,343,11,427,11,2,198,2306,2173,133,0.338536739,0.505045727
140,6,65,,,41911,Census Tract 419.11,10258,2672,4996,743,30,1453,28,11,325,3573,3311,262,0.260479626,0.48703451
140,6,65,,,41912,Census Tract 419.12,5776,1446,2759,191,9,1163,14,12,182,1787,1741,46,0.25034626,0.477666205
140,6,65,,,41913,Census Tract 419.13,5478,1517,2780,197,10,797,13,13,151,2036,1907,129,0.276925885,0.507484483
140,6,65,,,42003,Census Tract 420.03,5525,1529,2984,324,11,465,17,14,181,1797,1672,125,0.276742081,0.540090498
140,6,65,,,42004,Census Tract 420.04,3165,755,1998,167,12,146,7,6,74,1051,1007,44,0.238546603,0.631279621
140,6,65,,,42005,Census Tract 420.05,5102,1289,2752,338,13,575,12,6,117,1485,1432,53,0.252646021,0.539396315
140,6,65,,,42007,Census Tract 420.07,4339,1246,2722,98,23,119,7,17,107,1616,1465,151,0.287162941,0.627333487
140,6,65,,,42008,Census Tract 420.08,7082,2376,3822,359,19,345,6,5,150,2228,2115,113,0.335498447,0.539678057
140,6,65,,,42009,Census Tract 420.09,7119,4060,2002,590,23,319,4,2,119,1872,1725,147,0.570304818,0.281219272
140,6,65,,,42010,Census Tract 420.10,5887,4420,913,377,10,62,2,14,89,1448,1344,104,0.750806863,0.155087481
140,6,65,,,42012,Census Tract 420.12,6242,1860,2862,606,23,660,28,9,194,2055,1968,87,0.297981416,0.458506889
140,6,65,,,42013,Census Tract 420.13,8333,2471,3990,651,16,868,23,29,285,2398,2334,64,0.296531861,0.478819153
